dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018
1/1/2020,1,1,2020,0,0,Afghanistan,AF,AFG,37172386
31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,37172386
27/3/2020,27,3,2020,1,0,Angola,AO,AGO,30809762
26/3/2020,26,3,2020,0,0,Angola,AO,AGO,30809762
25/3/2020,25,3,2020,0,0,Angola,AO,AGO,30809762
24/3/2020,24,3,2020,0,0,Angola,AO,AGO,30809762
23/3/2020,23,3,2020,0,0,Angola,AO,AGO,30809762
22/3/2020,22,3,2020,2,0,Angola,AO,AGO,30809762
27/3/2020,27,3,2020,28,1,Albania,AL,ALB,2866376
26/3/2020,26,3,2020,23,0,Albania,AL,ALB,2866376
25/3/2020,25,3,2020,23,1,Albania,AL,ALB,2866376
24/3/2020,24,3,2020,11,2,Albania,AL,ALB,2866376
23/3/2020,23,3,2020,13,0,Albania,AL,ALB,2866376
22/3/2020,22,3,2020,6,0,Albania,AL,ALB,2866376
21/3/2020,21,3,2020,0,0,Albania,AL,ALB,2866376
20/3/2020,20,3,2020,11,0,Albania,AL,ALB,2866376
19/3/2020,19,3,2020,4,1,Albania,AL,ALB,2866376
18/3/2020,18,3,2020,4,0,Albania,AL,ALB,2866376
17/3/2020,17,3,2020,9,0,Albania,AL,ALB,2866376
16/3/2020,16,3,2020,4,0,Albania,AL,ALB,2866376
15/3/2020,15,3,2020,5,0,Albania,AL,ALB,2866376
14/3/2020,14,3,2020,10,0,Albania,AL,ALB,2866376
13/3/2020,13,3,2020,12,0,Albania,AL,ALB,2866376
12/3/2020,12,3,2020,1,1,Albania,AL,ALB,2866376
11/3/2020,11,3,2020,4,0,Albania,AL,ALB,2866376
10/3/2020,10,3,2020,4,0,Albania,AL,ALB,2866376
9/3/2020,9,3,2020,2,0,Albania,AL,ALB,2866376
27/3/2020,27,3,2020,36,3,Andorra,AD,AND,77006
26/3/2020,26,3,2020,24,0,Andorra,AD,AND,77006
25/3/2020,25,3,2020,31,0,Andorra,AD,AND,77006
24/3/2020,24,3,2020,20,0,Andorra,AD,AND,77006
23/3/2020,23,3,2020,25,0,Andorra,AD,AND,77006
22/3/2020,22,3,2020,13,0,Andorra,AD,AND,77006
21/3/2020,21,3,2020,0,0,Andorra,AD,AND,77006
20/3/2020,20,3,2020,22,0,Andorra,AD,AND,77006
19/3/2020,19,3,2020,39,0,Andorra,AD,AND,77006
18/3/2020,18,3,2020,0,0,Andorra,AD,AND,77006
17/3/2020,17,3,2020,9,0,Andorra,AD,AND,77006
16/3/2020,16,3,2020,3,0,Andorra,AD,AND,77006
14/3/2020,14,3,2020,1,0,Andorra,AD,AND,77006
3/3/2020,3,3,2020,1,0,Andorra,AD,AND,77006
27/3/2020,27,3,2020,87,4,Argentina,AR,ARG,44494502
26/3/2020,26,3,2020,115,2,Argentina,AR,ARG,44494502
25/3/2020,25,3,2020,86,2,Argentina,AR,ARG,44494502
24/3/2020,24,3,2020,35,0,Argentina,AR,ARG,44494502
23/3/2020,23,3,2020,41,0,Argentina,AR,ARG,44494502
22/3/2020,22,3,2020,67,1,Argentina,AR,ARG,44494502
21/3/2020,21,3,2020,30,0,Argentina,AR,ARG,44494502
20/3/2020,20,3,2020,31,1,Argentina,AR,ARG,44494502
19/3/2020,19,3,2020,18,0,Argentina,AR,ARG,44494502
18/3/2020,18,3,2020,14,0,Argentina,AR,ARG,44494502
17/3/2020,17,3,2020,9,0,Argentina,AR,ARG,44494502
16/3/2020,16,3,2020,11,0,Argentina,AR,ARG,44494502
15/3/2020,15,3,2020,11,0,Argentina,AR,ARG,44494502
14/3/2020,14,3,2020,3,1,Argentina,AR,ARG,44494502
27/3/2020,27,3,2020,4,0,Antigua_and_Barbuda,AG,ATG,96286
26/3/2020,26,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286
25/3/2020,25,3,2020,2,0,Antigua_and_Barbuda,AG,ATG,96286
24/3/2020,24,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286
23/3/2020,23,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286
22/3/2020,22,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286
21/3/2020,21,3,2020,0,0,Antigua_and_Barbuda,AG,ATG,96286
15/3/2020,15,3,2020,1,0,Antigua_and_Barbuda,AG,ATG,96286
27/3/2020,27,3,2020,41,4,Algeria,DZ,DZA,42228429
26/3/2020,26,3,2020,33,0,Algeria,DZ,DZA,42228429
25/3/2020,25,3,2020,42,0,Algeria,DZ,DZA,42228429
24/3/2020,24,3,2020,87,2,Algeria,DZ,DZA,42228429
23/3/2020,23,3,2020,8,5,Algeria,DZ,DZA,42228429
22/3/2020,22,3,2020,0,0,Algeria,DZ,DZA,42228429
21/3/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429
20/3/2020,20,3,2020,9,1,Algeria,DZ,DZA,42228429
19/3/2020,19,3,2020,13,1,Algeria,DZ,DZA,42228429
18/3/2020,18,3,2020,0,1,Algeria,DZ,DZA,42228429
17/3/2020,17,3,2020,12,0,Algeria,DZ,DZA,42228429
16/3/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429
15/3/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429
14/3/2020,14,3,2020,2,1,Algeria,DZ,DZA,42228429
13/3/2020,13,3,2020,4,1,Algeria,DZ,DZA,42228429
12/3/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429
9/3/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429
6/3/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429
5/3/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429
4/3/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429
2/3/2020,2,3,2020,2,0,Algeria,DZ,DZA,42228429
1/3/2020,1,3,2020,0,0,Algeria,DZ,DZA,42228429
29/2/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429
28/2/2020,28,2,2020,0,0,Algeria,DZ,DZA,42228429
27/2/2020,27,2,2020,0,0,Algeria,DZ,DZA,42228429
26/2/2020,26,2,2020,1,0,Algeria,DZ,DZA,42228429
25/2/2020,25,2,2020,0,0,Algeria,DZ,DZA,42228429
24/2/2020,24,2,2020,0,0,Algeria,DZ,DZA,42228429
23/2/2020,23,2,2020,0,0,Algeria,DZ,DZA,42228429
22/2/2020,22,2,2020,0,0,Algeria,DZ,DZA,42228429
21/2/2020,21,2,2020,0,0,Algeria,DZ,DZA,42228429
20/2/2020,20,2,2020,0,0,Algeria,DZ,DZA,42228429
19/2/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429
18/2/2020,18,2,2020,0,0,Algeria,DZ,DZA,42228429
17/2/2020,17,2,2020,0,0,Algeria,DZ,DZA,42228429
16/2/2020,16,2,2020,0,0,Algeria,DZ,DZA,42228429
15/2/2020,15,2,2020,0,0,Algeria,DZ,DZA,42228429
14/2/2020,14,2,2020,0,0,Algeria,DZ,DZA,42228429
13/2/2020,13,2,2020,0,0,Algeria,DZ,DZA,42228429
12/2/2020,12,2,2020,0,0,Algeria,DZ,DZA,42228429
11/2/2020,11,2,2020,0,0,Algeria,DZ,DZA,42228429
10/2/2020,10,2,2020,0,0,Algeria,DZ,DZA,42228429
9/2/2020,9,2,2020,0,0,Algeria,DZ,DZA,42228429
8/2/2020,8,2,2020,0,0,Algeria,DZ,DZA,42228429
7/2/2020,7,2,2020,0,0,Algeria,DZ,DZA,42228429
6/2/2020,6,2,2020,0,0,Algeria,DZ,DZA,42228429
5/2/2020,5,2,2020,0,0,Algeria,DZ,DZA,42228429
4/2/2020,4,2,2020,0,0,Algeria,DZ,DZA,42228429
3/2/2020,3,2,2020,0,0,Algeria,DZ,DZA,42228429
2/2/2020,2,2,2020,0,0,Algeria,DZ,DZA,42228429
1/2/2020,1,2,2020,0,0,Algeria,DZ,DZA,42228429
31/1/2020,31,1,2020,0,0,Algeria,DZ,DZA,42228429
30/1/2020,30,1,2020,0,0,Algeria,DZ,DZA,42228429
29/1/2020,29,1,2020,0,0,Algeria,DZ,DZA,42228429
28/1/2020,28,1,2020,0,0,Algeria,DZ,DZA,42228429
27/1/2020,27,1,2020,0,0,Algeria,DZ,DZA,42228429
26/1/2020,26,1,2020,0,0,Algeria,DZ,DZA,42228429
25/1/2020,25,1,2020,0,0,Algeria,DZ,DZA,42228429
24/1/2020,24,1,2020,0,0,Algeria,DZ,DZA,42228429
23/1/2020,23,1,2020,0,0,Algeria,DZ,DZA,42228429
22/1/2020,22,1,2020,0,0,Algeria,DZ,DZA,42228429
21/1/2020,21,1,2020,0,0,Algeria,DZ,DZA,42228429
20/1/2020,20,1,2020,0,0,Algeria,DZ,DZA,42228429
19/1/2020,19,1,2020,0,0,Algeria,DZ,DZA,42228429
18/1/2020,18,1,2020,0,0,Algeria,DZ,DZA,42228429
17/1/2020,17,1,2020,0,0,Algeria,DZ,DZA,42228429
16/1/2020,16,1,2020,0,0,Algeria,DZ,DZA,42228429
15/1/2020,15,1,2020,0,0,Algeria,DZ,DZA,42228429
14/1/2020,14,1,2020,0,0,Algeria,DZ,DZA,42228429
13/1/2020,13,1,2020,0,0,Algeria,DZ,DZA,42228429
12/1/2020,12,1,2020,0,0,Algeria,DZ,DZA,42228429
11/1/2020,11,1,2020,0,0,Algeria,DZ,DZA,42228429
10/1/2020,10,1,2020,0,0,Algeria,DZ,DZA,42228429
9/1/2020,9,1,2020,0,0,Algeria,DZ,DZA,42228429
8/1/2020,8,1,2020,0,0,Algeria,DZ,DZA,42228429
7/1/2020,7,1,2020,0,0,Algeria,DZ,DZA,42228429
6/1/2020,6,1,2020,0,0,Algeria,DZ,DZA,42228429
5/1/2020,5,1,2020,0,0,Algeria,DZ,DZA,42228429
4/1/2020,4,1,2020,0,0,Algeria,DZ,DZA,42228429
3/1/2020,3,1,2020,0,0,Algeria,DZ,DZA,42228429
2/1/2020,2,1,2020,0,0,Algeria,DZ,DZA,42228429
1/1/2020,1,1,2020,0,0,Algeria,DZ,DZA,42228429
31/12/2019,31,12,2019,0,0,Algeria,DZ,DZA,42228429
27/3/2020,27,3,2020,2,0,Anguilla,AI,,
13/3/2020,13,3,2020,12,0,Argentina,AR,ARG,44494502
11/3/2020,11,3,2020,7,0,Argentina,AR,ARG,44494502
9/3/2020,9,3,2020,3,0,Argentina,AR,ARG,44494502
8/3/2020,8,3,2020,1,1,Argentina,AR,ARG,44494502
7/3/2020,7,3,2020,6,0,Argentina,AR,ARG,44494502
6/3/2020,6,3,2020,1,0,Argentina,AR,ARG,44494502
4/3/2020,4,3,2020,1,0,Argentina,AR,ARG,44494502
27/3/2020,27,3,2020,39,1,Armenia,AM,ARM,2951776
26/3/2020,26,3,2020,25,0,Armenia,AM,ARM,2951776
25/3/2020,25,3,2020,71,0,Armenia,AM,ARM,2951776
24/3/2020,24,3,2020,4,0,Armenia,AM,ARM,2951776
23/3/2020,23,3,2020,30,0,Armenia,AM,ARM,2951776
22/3/2020,22,3,2020,24,0,Armenia,AM,ARM,2951776
21/3/2020,21,3,2020,14,0,Armenia,AM,ARM,2951776
20/3/2020,20,3,2020,7,0,Armenia,AM,ARM,2951776
19/3/2020,19,3,2020,37,0,Armenia,AM,ARM,2951776
18/3/2020,18,3,2020,26,0,Armenia,AM,ARM,2951776
17/3/2020,17,3,2020,22,0,Armenia,AM,ARM,2951776
16/3/2020,16,3,2020,10,0,Armenia,AM,ARM,2951776
15/3/2020,15,3,2020,7,0,Armenia,AM,ARM,2951776
14/3/2020,14,3,2020,7,0,Armenia,AM,ARM,2951776
13/3/2020,13,3,2020,2,0,Armenia,AM,ARM,2951776
12/3/2020,12,3,2020,3,0,Armenia,AM,ARM,2951776
2/3/2020,2,3,2020,0,0,Armenia,AM,ARM,2951776
1/3/2020,1,3,2020,1,0,Armenia,AM,ARM,2951776
29/2/2020,29,2,2020,0,0,Armenia,AM,ARM,2951776
28/2/2020,28,2,2020,0,0,Armenia,AM,ARM,2951776
27/2/2020,27,2,2020,0,0,Armenia,AM,ARM,2951776
26/2/2020,26,2,2020,0,0,Armenia,AM,ARM,2951776
25/2/2020,25,2,2020,0,0,Armenia,AM,ARM,2951776
24/2/2020,24,2,2020,0,0,Armenia,AM,ARM,2951776
23/2/2020,23,2,2020,0,0,Armenia,AM,ARM,2951776
22/2/2020,22,2,2020,0,0,Armenia,AM,ARM,2951776
21/2/2020,21,2,2020,0,0,Armenia,AM,ARM,2951776
20/2/2020,20,2,2020,0,0,Armenia,AM,ARM,2951776
19/2/2020,19,2,2020,0,0,Armenia,AM,ARM,2951776
18/2/2020,18,2,2020,0,0,Armenia,AM,ARM,2951776
17/2/2020,17,2,2020,0,0,Armenia,AM,ARM,2951776
16/2/2020,16,2,2020,0,0,Armenia,AM,ARM,2951776
15/2/2020,15,2,2020,0,0,Armenia,AM,ARM,2951776
14/2/2020,14,2,2020,0,0,Armenia,AM,ARM,2951776
13/2/2020,13,2,2020,0,0,Armenia,AM,ARM,2951776
12/2/2020,12,2,2020,0,0,Armenia,AM,ARM,2951776
11/2/2020,11,2,2020,0,0,Armenia,AM,ARM,2951776
10/2/2020,10,2,2020,0,0,Armenia,AM,ARM,2951776
9/2/2020,9,2,2020,0,0,Armenia,AM,ARM,2951776
8/2/2020,8,2,2020,0,0,Armenia,AM,ARM,2951776
7/2/2020,7,2,2020,0,0,Armenia,AM,ARM,2951776
6/2/2020,6,2,2020,0,0,Armenia,AM,ARM,2951776
5/2/2020,5,2,2020,0,0,Armenia,AM,ARM,2951776
4/2/2020,4,2,2020,0,0,Armenia,AM,ARM,2951776
3/2/2020,3,2,2020,0,0,Armenia,AM,ARM,2951776
2/2/2020,2,2,2020,0,0,Armenia,AM,ARM,2951776
1/2/2020,1,2,2020,0,0,Armenia,AM,ARM,2951776
31/1/2020,31,1,2020,0,0,Armenia,AM,ARM,2951776
30/1/2020,30,1,2020,0,0,Armenia,AM,ARM,2951776
29/1/2020,29,1,2020,0,0,Armenia,AM,ARM,2951776
28/1/2020,28,1,2020,0,0,Armenia,AM,ARM,2951776
27/1/2020,27,1,2020,0,0,Armenia,AM,ARM,2951776
26/1/2020,26,1,2020,0,0,Armenia,AM,ARM,2951776
25/1/2020,25,1,2020,0,0,Armenia,AM,ARM,2951776
24/1/2020,24,1,2020,0,0,Armenia,AM,ARM,2951776
23/1/2020,23,1,2020,0,0,Armenia,AM,ARM,2951776
22/1/2020,22,1,2020,0,0,Armenia,AM,ARM,2951776
21/1/2020,21,1,2020,0,0,Armenia,AM,ARM,2951776
20/1/2020,20,1,2020,0,0,Armenia,AM,ARM,2951776
19/1/2020,19,1,2020,0,0,Armenia,AM,ARM,2951776
18/1/2020,18,1,2020,0,0,Armenia,AM,ARM,2951776
17/1/2020,17,1,2020,0,0,Armenia,AM,ARM,2951776
16/1/2020,16,1,2020,0,0,Armenia,AM,ARM,2951776
15/1/2020,15,1,2020,0,0,Armenia,AM,ARM,2951776
14/1/2020,14,1,2020,0,0,Armenia,AM,ARM,2951776
13/1/2020,13,1,2020,0,0,Armenia,AM,ARM,2951776
12/1/2020,12,1,2020,0,0,Armenia,AM,ARM,2951776
11/1/2020,11,1,2020,0,0,Armenia,AM,ARM,2951776
10/1/2020,10,1,2020,0,0,Armenia,AM,ARM,2951776
9/1/2020,9,1,2020,0,0,Armenia,AM,ARM,2951776
8/1/2020,8,1,2020,0,0,Armenia,AM,ARM,2951776
7/1/2020,7,1,2020,0,0,Armenia,AM,ARM,2951776
6/1/2020,6,1,2020,0,0,Armenia,AM,ARM,2951776
5/1/2020,5,1,2020,0,0,Armenia,AM,ARM,2951776
4/1/2020,4,1,2020,0,0,Armenia,AM,ARM,2951776
3/1/2020,3,1,2020,0,0,Armenia,AM,ARM,2951776
2/1/2020,2,1,2020,0,0,Armenia,AM,ARM,2951776
1/1/2020,1,1,2020,0,0,Armenia,AM,ARM,2951776
31/12/2019,31,12,2019,0,0,Armenia,AM,ARM,2951776
27/3/2020,27,3,2020,9,0,Aruba,AW,ABW,105845
26/3/2020,26,3,2020,2,0,Aruba,AW,ABW,105845
25/3/2020,25,3,2020,5,0,Aruba,AW,ABW,105845
24/3/2020,24,3,2020,8,0,Aruba,AW,ABW,105845
20/3/2020,20,3,2020,2,0,Aruba,AW,ABW,105845
13/3/2020,13,3,2020,2,0,Aruba,AW,ABW,105845
27/3/2020,27,3,2020,743,5,Australia,AU,AUS,24992369
26/3/2020,26,3,2020,0,0,Australia,AU,AUS,24992369
25/3/2020,25,3,2020,600,1,Australia,AU,AUS,24992369
24/3/2020,24,3,2020,114,0,Australia,AU,AUS,24992369
23/3/2020,23,3,2020,611,0,Australia,AU,AUS,24992369
22/3/2020,22,3,2020,224,0,Australia,AU,AUS,24992369
21/3/2020,21,3,2020,165,1,Australia,AU,AUS,24992369
20/3/2020,20,3,2020,144,0,Australia,AU,AUS,24992369
19/3/2020,19,3,2020,111,1,Australia,AU,AUS,24992369
18/3/2020,18,3,2020,79,0,Australia,AU,AUS,24992369
17/3/2020,17,3,2020,77,0,Australia,AU,AUS,24992369
16/3/2020,16,3,2020,49,2,Australia,AU,AUS,24992369
15/3/2020,15,3,2020,52,0,Australia,AU,AUS,24992369
14/3/2020,14,3,2020,41,0,Australia,AU,AUS,24992369
13/3/2020,13,3,2020,30,0,Australia,AU,AUS,24992369
12/3/2020,12,3,2020,14,0,Australia,AU,AUS,24992369
11/3/2020,11,3,2020,12,0,Australia,AU,AUS,24992369
10/3/2020,10,3,2020,20,0,Australia,AU,AUS,24992369
9/3/2020,9,3,2020,6,0,Australia,AU,AUS,24992369
8/3/2020,8,3,2020,11,1,Australia,AU,AUS,24992369
7/3/2020,7,3,2020,4,0,Australia,AU,AUS,24992369
6/3/2020,6,3,2020,7,0,Australia,AU,AUS,24992369
5/3/2020,5,3,2020,11,1,Australia,AU,AUS,24992369
4/3/2020,4,3,2020,8,0,Australia,AU,AUS,24992369
3/3/2020,3,3,2020,4,0,Australia,AU,AUS,24992369
2/3/2020,2,3,2020,3,0,Australia,AU,AUS,24992369
1/3/2020,1,3,2020,1,1,Australia,AU,AUS,24992369
29/2/2020,29,2,2020,2,0,Australia,AU,AUS,24992369
28/2/2020,28,2,2020,0,0,Australia,AU,AUS,24992369
27/2/2020,27,2,2020,1,0,Australia,AU,AUS,24992369
26/2/2020,26,2,2020,0,0,Australia,AU,AUS,24992369
25/2/2020,25,2,2020,0,0,Australia,AU,AUS,24992369
24/2/2020,24,2,2020,0,0,Australia,AU,AUS,24992369
23/2/2020,23,2,2020,1,0,Australia,AU,AUS,24992369
22/2/2020,22,2,2020,4,0,Australia,AU,AUS,24992369
21/2/2020,21,2,2020,2,0,Australia,AU,AUS,24992369
20/2/2020,20,2,2020,0,0,Australia,AU,AUS,24992369
19/2/2020,19,2,2020,0,0,Australia,AU,AUS,24992369
18/2/2020,18,2,2020,0,0,Australia,AU,AUS,24992369
17/2/2020,17,2,2020,0,0,Australia,AU,AUS,24992369
16/2/2020,16,2,2020,0,0,Australia,AU,AUS,24992369
15/2/2020,15,2,2020,0,0,Australia,AU,AUS,24992369
14/2/2020,14,2,2020,1,0,Australia,AU,AUS,24992369
13/2/2020,13,2,2020,0,0,Australia,AU,AUS,24992369
12/2/2020,12,2,2020,0,0,Australia,AU,AUS,24992369
11/2/2020,11,2,2020,0,0,Australia,AU,AUS,24992369
10/2/2020,10,2,2020,0,0,Australia,AU,AUS,24992369
9/2/2020,9,2,2020,0,0,Australia,AU,AUS,24992369
8/2/2020,8,2,2020,0,0,Australia,AU,AUS,24992369
7/2/2020,7,2,2020,1,0,Australia,AU,AUS,24992369
6/2/2020,6,2,2020,1,0,Australia,AU,AUS,24992369
5/2/2020,5,2,2020,1,0,Australia,AU,AUS,24992369
4/2/2020,4,2,2020,0,0,Australia,AU,AUS,24992369
3/2/2020,3,2,2020,0,0,Australia,AU,AUS,24992369
2/2/2020,2,2,2020,2,0,Australia,AU,AUS,24992369
1/2/2020,1,2,2020,2,0,Australia,AU,AUS,24992369
31/1/2020,31,1,2020,1,0,Australia,AU,AUS,24992369
30/1/2020,30,1,2020,2,0,Australia,AU,AUS,24992369
29/1/2020,29,1,2020,0,0,Australia,AU,AUS,24992369
28/1/2020,28,1,2020,0,0,Australia,AU,AUS,24992369
27/1/2020,27,1,2020,0,0,Australia,AU,AUS,24992369
26/1/2020,26,1,2020,3,0,Australia,AU,AUS,24992369
25/1/2020,25,1,2020,1,0,Australia,AU,AUS,24992369
24/1/2020,24,1,2020,0,0,Australia,AU,AUS,24992369
23/1/2020,23,1,2020,0,0,Australia,AU,AUS,24992369
22/1/2020,22,1,2020,0,0,Australia,AU,AUS,24992369
21/1/2020,21,1,2020,0,0,Australia,AU,AUS,24992369
20/1/2020,20,1,2020,0,0,Australia,AU,AUS,24992369
19/1/2020,19,1,2020,0,0,Australia,AU,AUS,24992369
18/1/2020,18,1,2020,0,0,Australia,AU,AUS,24992369
17/1/2020,17,1,2020,0,0,Australia,AU,AUS,24992369
16/1/2020,16,1,2020,0,0,Australia,AU,AUS,24992369
15/1/2020,15,1,2020,0,0,Australia,AU,AUS,24992369
14/1/2020,14,1,2020,0,0,Australia,AU,AUS,24992369
13/1/2020,13,1,2020,0,0,Australia,AU,AUS,24992369
12/1/2020,12,1,2020,0,0,Australia,AU,AUS,24992369
11/1/2020,11,1,2020,0,0,Australia,AU,AUS,24992369
10/1/2020,10,1,2020,0,0,Australia,AU,AUS,24992369
9/1/2020,9,1,2020,0,0,Australia,AU,AUS,24992369
8/1/2020,8,1,2020,0,0,Australia,AU,AUS,24992369
7/1/2020,7,1,2020,0,0,Australia,AU,AUS,24992369
6/1/2020,6,1,2020,0,0,Australia,AU,AUS,24992369
5/1/2020,5,1,2020,0,0,Australia,AU,AUS,24992369
4/1/2020,4,1,2020,0,0,Australia,AU,AUS,24992369
3/1/2020,3,1,2020,0,0,Australia,AU,AUS,24992369
2/1/2020,2,1,2020,0,0,Australia,AU,AUS,24992369
1/1/2020,1,1,2020,0,0,Australia,AU,AUS,24992369
31/12/2019,31,12,2019,0,0,Australia,AU,AUS,24992369
27/3/2020,27,3,2020,1141,18,Austria,AT,AUT,8847037
